px,py,pz
0.0,1.1,0.6
0.09383765954962708,1.1307540064544397,0.750794788880444
0.49589510719412866,1.160220744236088,0.9169149444458462
0.6924444609957934,0.9076587660429813,1.3010774083739776
0.5330079585101204,0.44126162424351717,1.2170910535511466
0.4007344640879581,-0.0285689120402719,1.1086337354548679
0.17715050947326588,-0.25459189596356335,0.722727236446019
-0.2122974077037798,-0.14857745338538783,0.42761495650616344
0.0,1.1,0.6
-0.03806230230496893,1.1291497835174147,0.6422142260745436
-0.4778147311065321,1.3573162722688121,0.7097261122427175
-0.454878550388851,1.254185377901406,0.2210156148712524
-0.5986781240473477,0.8045870354936473,0.05614289693456542
-0.7270962712668654,0.44140148387934053,0.3639866031071517
-0.9932153182578748,0.08445817362513397,0.5408263805993705
-0.9038362533731058,0.2009685317774818,0.9391472328092181
-0.4279120096259826,0.26079900248896715,1.0802728115969449
-0.037439610368800336,0.34110271325141633,0.7784738396700668
0.22031855495069314,0.2742991917457242,0.3552741022817183
0.0,1.1,0.6
-0.10605042505203144,1.346378431570805,0.9840569120891414
0.003783044222032128,1.4769237689378145,0.9296798326139384
0.12030800783413165,1.8014665386233493,0.7158811401035883
-0.212980812517779,1.9485637732704149,1.058344226855457
0.08896388608791578,1.9396113719366785,1.456777726318386
0.5408428755543283,1.7891492343343642,1.6089832585008796
0.3726635796648016,1.3285232214698914,1.511313402830455
0.05845962178298397,0.9421259880706971,1.4668943655508206
-0.341973917001036,0.6902309699036802,1.3050244151599435
-0.22095516298011617,0.2059970567212699,1.2754951330949484
0.16428037557771294,0.30045061496447634,0.9710741989145664
0.20224288880964447,0.4132233872226993,0.48543940874163155
0.013863873840837123,0.49888998140299545,0.03027506330041586
0.0,1.1,0.6
0.22965300531023886,1.2435563312802758,0.8700391173338392
0.5712883064755525,1.5923355288103276,0.7621577363268345
0.8751820272489206,1.402502455712627,1.1108868730974826
0.8026973803669031,0.9974497050196592,0.8268477118495138
0.7302127334848856,0.5923969543266914,0.542808550601545
0.49313739060457185,0.6171535887854593,0.5235455646278876
0.02963680828292048,0.4297988475974747,0.5316332801195138
-0.21008516421099918,0.4440726029320962,0.09307925173501508
0.0,1.1,0.6
0.45116522103818424,1.2238502899024006,0.6168331224077382
0.8449286090475177,0.9273079878585841,0.7005771213686494
0.5536270563867806,0.6327262570592187,0.7335365466181184
0.4269249076681163,0.21624327203725568,0.4875924702567049
0.267262820107751,-0.25623195690895245,0.5233020744003299
-0.19690692971032053,-0.084701101322821,0.45172268535768284
0.0,1.1,0.6
-0.07826608725856232,1.0598772555209226,0.7281731704624748
-0.5169847240964979,0.8289526569500597,0.7929789376900097
-0.450023133269412,0.8231852356747117,1.2884412290964684
-0.19482305498238175,0.4326029488002051,1.1086680463851022
-0.15035457355952808,-0.06134792576720871,1.0451457064247989
-0.3041465571700604,-0.19151649279200772,0.7516868254977396
0.06985997622566907,-0.2529751083811476,0.42558568850619916
0.0,1.1,0.6
-0.12038874278782777,1.4821687153928496,0.5546602371421057
-0.15688064459253354,1.7837236258004068,0.9518163489064417
-0.5571778370359577,1.5230858526653759,1.0995665060539872
-0.9331259076255696,1.2211572320201354,1.23186222123483
-0.8927252788684554,0.9855650445439974,0.7926992555874088
-0.6889195119854219,0.6738908920767344,1.1263494197849286
-0.5384305478933975,0.28291123083566583,1.2644457780034473
-0.08985737406621364,0.2816242272039413,1.0435828083950063
0.06764870834405584,0.02719062651912979,1.4166903590323427
-0.15798803711402365,-0.4144958015581346,1.3534356489197084
-0.22304500255107312,-0.5333667549746391,0.8721485332787701
-0.5100845136986518,-0.37495678628533163,0.49463747269906777
-0.44352039258152165,0.042088412746563386,0.2269762694133636
0.0,1.1,0.6
0.1768339598642888,0.6999010915180731,0.5882448064511909
-0.07069069882205059,0.43166958396838107,0.24650894105244367
0.07554838098124464,0.4926125296549127,0.04031547789745788
0.0,0.0,0.0
0.014106378622560804,-0.12627099753564175,0.3427979441834512
-0.04201306599889243,-0.15138136894003362,0.647149233715764
0.29325745745537013,-0.1535423215093581,0.9728021600490049
0.5195265173637968,-0.010279420950249474,1.1397303652506128
0.8116939342946218,-0.3605146862794614,0.9348561125887764
0.7432204158034963,-0.8552370797373572,0.911167915596677
0.40987810073978087,-0.8866517587952194,1.0089961505393759
